,1
a,1
b,0
aa,1
ab,0
ba,0
bb,0
aaa,1
aab,0
aba,0
abb,0
baa,0
bab,0
bba,0
bbb,0
aaaa,1
aaab,0
aaba,0
aabb,0
abaa,0
abab,0
abba,0
abbb,0
baaa,0
baab,0
baba,0
babb,0
bbaa,0
bbab,0
bbba,0
bbbb,0
aaaaa,1
aaaab,0
aaaba,0
aaabb,0
aabaa,0
aabab,0
aabba,0
aabbb,0
abaaa,0
abaab,0
ababa,0
ababb,0
abbaa,0
abbab,0
abbba,0
abbbb,0
baaaa,0
baaab,0
baaba,0
baabb,0
babaa,0
babab,0
babba,0
babbb,0
bbaaa,0
bbaab,0
bbaba,0
bbabb,0
bbbaa,0
bbbab,0
bbbba,0
bbbbb,0
aaaaaa,1
aaaaab,0
aaaaba,0
aaaabb,0
aaabaa,0
aaabab,0
aaabba,0
aaabbb,0
aabaaa,0
aabaab,0
aababa,0
aababb,0
aabbaa,0
aabbab,0
aabbba,0
aabbbb,0
abaaaa,0
abaaab,0
abaaba,0
abaabb,0
ababaa,0
ababab,0
ababba,0
ababbb,0
abbaaa,0
abbaab,0
abbaba,0
abbabb,0
abbbaa,0
abbbab,0
abbbba,0
abbbbb,0
baaaaa,0
baaaab,0
baaaba,0
baaabb,0
baabaa,0
baabab,0
baabba,0
baabbb,0
babaaa,0
babaab,0
bababa,0
bababb,0
babbaa,0
babbab,0
babbba,0
babbbb,0
bbaaaa,0
bbaaab,0
bbaaba,0
bbaabb,0
bbabaa,0
bbabab,0
bbabba,0
bbabbb,0
bbbaaa,0
bbbaab,0
bbbaba,0
bbbabb,0
bbbbaa,0
bbbbab,0
bbbbba,0
bbbbbb,0
aaaaaaa,1
aaaaaab,0
aaaaaba,0
aaaaabb,0
aaaabaa,0
aaaabab,0
aaaabba,0
aaaabbb,0
aaabaaa,0
aaabaab,0
aaababa,0
aaababb,0
aaabbaa,0
aaabbab,0
aaabbba,0
aaabbbb,0
aabaaaa,0
aabaaab,0
aabaaba,0
aabaabb,0
aababaa,0
aababab,0
aababba,0
aababbb,0
aabbaaa,0
aabbaab,0
aabbaba,0
aabbabb,0
aabbbaa,0
aabbbab,0
aabbbba,0
aabbbbb,0
abaaaaa,0
abaaaab,0
abaaaba,0
abaaabb,0
abaabaa,0
abaabab,0
abaabba,0
abaabbb,0
ababaaa,0
ababaab,0
abababa,0
abababb,0
ababbaa,0
ababbab,0
ababbba,0
ababbbb,0
abbaaaa,0
abbaaab,0
abbaaba,0
abbaabb,0
abbabaa,0
abbabab,0
abbabba,0
abbabbb,0
abbbaaa,0
abbbaab,0
abbbaba,0
abbbabb,0
abbbbaa,0
abbbbab,0
abbbbba,0
abbbbbb,0
baaaaaa,0
baaaaab,0
baaaaba,0
baaaabb,0
baaabaa,0
baaabab,0
baaabba,0
baaabbb,0
baabaaa,0
baabaab,0
baababa,0
baababb,0
baabbaa,0
baabbab,0
baabbba,0
baabbbb,0
babaaaa,0
babaaab,0
babaaba,0
babaabb,0
bababaa,0
bababab,0
bababba,0
bababbb,0
babbaaa,0
babbaab,0
babbaba,0
babbabb,0
babbbaa,0
babbbab,0
babbbba,0
babbbbb,0
bbaaaaa,0
bbaaaab,0
bbaaaba,0
bbaaabb,0
bbaabaa,0
bbaabab,0
bbaabba,0
bbaabbb,0
bbabaaa,0
bbabaab,0
bbababa,0
bbababb,0
bbabbaa,0
bbabbab,0
bbabbba,0
bbabbbb,0
bbbaaaa,0
bbbaaab,0
bbbaaba,0
bbbaabb,0
bbbabaa,0
bbbabab,0
bbbabba,0
bbbabbb,0
bbbbaaa,0
bbbbaab,0
bbbbaba,0
bbbbabb,0
bbbbbaa,0
bbbbbab,0
bbbbbba,0
bbbbbbb,1
baabbaaabb,0
bbaaaabaaaaaab,0
abaabaaaaaaabbab,0
aaaabbbbaabaabbabbbababbbbbab,0
abababbbbbaabaaabbbbbbbbaa,0
abbaabbaaabaab,0
baabbbaabaaaabbbbaabaabbbabba,0
abbabaaaababba,0
baaabaaabababbaabbababab,0
bbaaabbabbaabbbb,0
abaabababbaabbbbbbaab,0
bbbaabaabbbabbab,0
baaabababbbbbbaabbbbbabb,0
baabbaaabaabbaaabaaaaaaaabbba,0
ababbaababaaabbaabbbaba,0
bbbabaaabbaababaabbb,0
aabbababbaababaaabbbbbabbaba,0
aababbaabbabababaabbbbbbb,0
bbbbabaaaaabaa,0
aabbaaabbaabbbaaababbbabba,0
baaaaabbaabbbbabbaaabbababbaaa,1
babbabbaaa,0
babaaaabbabbabbbbabbaaabaabab,0
aaaaabbaaababaabb,0
abababbabbaaaabbbaba,0
aaaaaaaabbabbbabbbbabb,0
baaababababababbabbb,0
abbbbbabbbaaaaabbabababaabba,0
baaabbbbaaaaababbaabaabaabbbbb,0
aaababbbaabaabbbbaabbbaab,0
aaaabaaaabababbaaaabbaab,0
bbbabbbabaaabbbabaabbabbaaa,0
bbababaabbbabbbbbaabbbbaabaa,0
aaaaaaaaaabbbbaaba,0
aaabbaaabbaababaaa,0
bbaabbaaaaaabaababababbabbbab,1
aabaabbabbaabaababbbabbab,0
aaaabbbbabaa,0
babababbabbb,0
bbabbabaaabab,1
abaababbbaaba,0
ababababbbaabababababbbbb,0
babbaaab,0
baabbbabaaab,0
babaaabbaa,0
aabbabaaababaaabaaabaaaaab,0
bbaabaaaabbabbaabbabb,0
abbbbbabaabbbabaabaabaaabaab,1
baabababbabbaabbbabbbaabb,0
bbbaaabbbaaaaabbaabbabb,0
aabbbabaababbbbbbaabbaabbabbab,0
bbaabbabaabbbabaabaabbbababb,0
aababbaabbbaababbaaabbbbba,1
abaabbbbbaaaaaaaaaaabbaa,0
ababbababaabaabb,0
baabaabaaaaab,0
bbaaabaaa,0
abaaaaaaabaabbabbaab,1
bbbbabbbbbabbbbbbabbba,0
bbaabaabbabbbabbbbbaabbabbb,0
ababbaabaabaaabbbbbbaba,0
aaaaababaaaaaababbaaaaabbbbaba,0
aabbabba,0
abbbbababbabbb,0
aaaabbbaababbabaa,1
abbaabaaaabaaabbbbaabbab,0
bbabbbaababbbbbbabaab,1
aababaabab,0
bababbbbbabaabaabaaa,0
bbbabbbbbaaaabaaaabaa,0
aaaabaaaaaaaaaababbababbabbaa,0
baaaaabbbabaabbabaaaabab,0
baaaaabbbbbbbabbbb,0
babaaaabbbbaa,0
aaaabbabbabaabaaabbabbbababa,0
babaabababaaab,0
abbaaaabbba,0
bbaaaabbaaaaabbbbabbaabbabbbb,0
aabbaabbbbbbaaabbbaababbb,0
babaaabababbbbbababaaaba,0
aaaaaaaabbbabbabab,1
baaaaaaaaaabaababbbbbabba,0
babbbbaabbaaaaaaaaabaa,0
baaabbbbbbbbbba,0
abaabaabbaaaaabba,0
aabbabababbaabbabbbbabb,1
baabaababaaababaa,0
bbabbbabbabbbabbaaababab,0
bbaabbaaaababba,1
bbaabbbaaababbb,0
babaabbbaaabbaaabbbbbbbaaa,1
bbabbbaababbababaabbaaaaabb,1
abaababa,0
abbbbabbbbaaaba,0
babbbbbaababbaaab,0
aababaaaabaabbbaabbabab,0
aaabbabbaababababbbbabaaaaabbb,0
bababbaaabbabbbbbb,0
bbbbabababaabbb,0
babbabaaabbbabab,0
bbbbbbaabbabaa,0
abbbaababaab,0
bbababbaabba,1
abbabbbaaa,0
bbabaabbaaabbabbabbaaaabaabbbb,0
abbbabbaaa,0
abbaabaaba,0
abbbaaabbbbbabbaaaaaabbaabaaba,1
abaabbbbbaababbbbbbaaaa,0
bbbbabbabaabbabbbbbba,0
abbbaaaababbaaababab,0
abaaabaaaabaaab,0
baabbbbaaabbabaabbbbbbbababbb,0
baaabbbbab,0
baaaaaabbaabbbaa,0
bbbbaaabbaaaaabababbaaba,0
bbbaabaaa,0
aabaaaabaaaaa,0
babaabbbaaababbbaaabb,0
bbbaaaaaab,0
aaabaaaabaabbbbbaabbbbabbaba,1
aaabaababababaab,0
aabbbaaaaabaabbbaaa,1
bbbaabbb,0
bbbababbaabababab,0
abbbbabbbabbabba,0
bbbbbababbaaabbb,0
abaabbbabbbbbbbbababbbaaabba,0
baababbbbbbbbabbbababab,0
aaaabbbaabb,0
bbaababbb,0
abbaaaaaaaba,0
baaabbbbbbbab,0
abbaabbaaabababaabaabaa,0
aaabbaabbbbbbbaaaabbaababb,1
aaaaaaabbbbabaaaaabababbbabbbb,1
aaaabaabab,0
bbbbbaababbabbababbab,1
bbabbbbbbbaaaabbabbaabbbbaa,0
aabbbbbabbabbaba,0
aaaaabbbbababbaaababababbaa,0
abbaabbaabbbb,0
bbbababaabaabbaabbbbababaa,1
babbbbba,0
bbaaaaaabbaaaaabaabbabbaaaabb,0
aaababaaabbabbbabbbaaabaa,0
baaaabababbbaaa,0
bbbbaaabaabbbbab,0
bbbbaaabaaaabbbbbababababbbb,0
baaaaaaababbabaabbbbabbabaa,0
bbbaabaaaabaabaaabbaaa,0
baaabbbbbbbbaaaaaaaabbbbbaaa,1
aaaabababaabbbaaaabbaaba,0
abaabaabbbabbabaaabbabaaabbaa,0
abbbababaaaabbbaaaabbabaaba,0
abababbbaaaabbbaab,0
bbbbaabaaababbbaabbaaabbabb,0
bbbaaabbaaabaabaababbbb,0
aaabbabbabbaaaaabaaaaaaaaaaba,0
abbababba,0
baaababaaabbababbaaabbbbbabbb,0
bbabbbbbabbbaaaaaababbbbbbbaba,0
babaabbababbaaaaabbbbbbbbbaab,0
aabaabbbaababbbaabba,0
baababbaabababababaaabb,0
aaabbbabbaaaaababbbaabba,0
bbbbbbaa,0
ababbbababaababaaaaabaabbaab,0
babbbbaabbbaba,0
ababbaababbaabaaaba,0
baabbbbbbbbbbaabbaaabbababaab,0
ababbbbbaabbabaaaababbb,0
abbbbaabbaaabbaaabaaa,0
abaabbba,0
aaabbaabbbbaaabbbaaba,0
bbaaaaabbbaabbbbaa,0
babbaabbabbaaaaaababbab,0
abbabbbbbabb,0
aabbbababbaababbbaabbbbababa,0
babbaaba,0
baabbaaabbaaababa,1
bbabbaaabaabbbbbab,0
aaabaababbbaaabbbaabaabbaaabab,0
bbbbbbabbabbbbabbbbabaaaa,0
aabbaaabaaababababbabbbaab,0
bbbaabbabaaaaaabbababbaba,0
aabbaabbaaabaaaa,0
bbbbbaabbaaa,1
baaaaaabba,0
abbbbbbabaabbbabbbababbaaaaab,0
aabaabbbbaaaba,0
baababbbbbabbaababaaaaabbba,1
