,1
a,1
b,1
c,1
aa,0
ab,1
ac,1
ba,1
bb,0
bc,1
ca,1
cb,1
cc,0
aaa,0
aab,0
aac,0
aba,1
abb,0
abc,1
aca,1
acb,1
acc,0
baa,0
bab,1
bac,1
bba,0
bbb,0
bbc,0
bca,1
bcb,1
bcc,0
caa,0
cab,1
cac,1
cba,1
cbb,0
cbc,1
cca,0
ccb,0
ccc,0
aaaa,0
aaab,0
aaac,0
aaba,0
aabb,0
aabc,0
aaca,0
aacb,0
aacc,0
abaa,0
abab,1
abac,1
abba,0
abbb,0
abbc,0
abca,1
abcb,1
abcc,0
acaa,0
acab,1
acac,1
acba,1
acbb,0
acbc,1
acca,0
accb,0
accc,0
baaa,0
baab,0
baac,0
baba,1
babb,0
babc,1
baca,1
bacb,1
bacc,0
bbaa,0
bbab,0
bbac,0
bbba,0
bbbb,0
bbbc,0
bbca,0
bbcb,0
bbcc,0
bcaa,0
bcab,1
bcac,1
bcba,1
bcbb,0
bcbc,1
bcca,0
bccb,0
bccc,0
caaa,0
caab,0
caac,0
caba,1
cabb,0
cabc,1
caca,1
cacb,1
cacc,0
cbaa,0
cbab,1
cbac,1
cbba,0
cbbb,0
cbbc,0
cbca,1
cbcb,1
cbcc,0
ccaa,0
ccab,0
ccac,0
ccba,0
ccbb,0
ccbc,0
ccca,0
cccb,0
cccc,0
aaaaa,0
aaaab,0
aaaac,0
aaaba,0
aaabb,0
aaabc,0
aaaca,0
aaacb,0
aaacc,0
aabaa,0
aabab,0
aabac,0
aabba,0
aabbb,0
aabbc,0
aabca,0
aabcb,0
aabcc,0
aacaa,0
aacab,0
aacac,0
aacba,0
aacbb,0
aacbc,0
aacca,0
aaccb,0
aaccc,0
abaaa,0
abaab,0
abaac,0
ababa,1
ababb,0
ababc,1
abaca,1
abacb,1
abacc,0
abbaa,0
abbab,0
abbac,0
abbba,0
abbbb,0
abbbc,0
abbca,0
abbcb,0
abbcc,0
abcaa,0
abcab,1
abcac,1
abcba,1
abcbb,0
abcbc,1
abcca,0
abccb,0
abccc,0
acaaa,0
acaab,0
acaac,0
acaba,1
acabb,0
acabc,1
acaca,1
acacb,1
acacc,0
acbaa,0
acbab,1
acbac,1
acbba,0
acbbb,0
acbbc,0
acbca,1
acbcb,1
acbcc,0
accaa,0
accab,0
accac,0
accba,0
accbb,0
accbc,0
accca,0
acccb,0
acccc,0
baaaa,0
baaab,0
baaac,0
baaba,0
baabb,0
baabc,0
baaca,0
baacb,0
baacc,0
babaa,0
babab,1
babac,1
babba,0
babbb,0
babbc,0
babca,1
babcb,1
babcc,0
bacaa,0
bacab,1
bacac,1
bacba,1
bacbb,0
bacbc,1
bacca,0
baccb,0
baccc,0
bbaaa,0
bbaab,0
bbaac,0
bbaba,0
bbabb,0
bbabc,0
bbaca,0
bbacb,0
bbacc,0
bbbaa,0
bbbab,0
bbbac,0
bbbba,0
bbbbb,0
bbbbc,0
bbbca,0
bbbcb,0
bbbcc,0
bbcaa,0
bbcab,0
bbcac,0
bbcba,0
bbcbb,0
bbcbc,0
bbcca,0
bbccb,0
bbccc,0
bcaaa,0
bcaab,0
bcaac,0
bcaba,1
bcabb,0
bcabc,1
bcaca,1
bcacb,1
bcacc,0
bcbaa,0
bcbab,1
bcbac,1
bcbba,0
bcbbb,0
bcbbc,0
bcbca,1
bcbcb,1
bcbcc,0
bccaa,0
bccab,0
bccac,0
bccba,0
bccbb,0
bccbc,0
bccca,0
bcccb,0
bcccc,0
caaaa,0
caaab,0
caaac,0
caaba,0
caabb,0
caabc,0
caaca,0
caacb,0
caacc,0
cabaa,0
cabab,1
cabac,1
cabba,0
cabbb,0
cabbc,0
cabca,1
cabcb,1
cabcc,0
cacaa,0
cacab,1
cacac,1
cacba,1
cacbb,0
cacbc,1
cacca,0
caccb,0
caccc,0
cbaaa,0
cbaab,0
cbaac,0
cbaba,1
cbabb,0
cbabc,1
cbaca,1
cbacb,1
cbacc,0
cbbaa,0
cbbab,0
cbbac,0
cbbba,0
cbbbb,0
cbbbc,0
cbbca,0
cbbcb,0
cbbcc,0
cbcaa,0
cbcab,1
cbcac,1
cbcba,1
cbcbb,0
cbcbc,1
cbcca,0
cbccb,0
cbccc,0
ccaaa,0
ccaab,0
ccaac,0
ccaba,0
ccabb,0
ccabc,0
ccaca,0
ccacb,0
ccacc,0
ccbaa,0
ccbab,0
ccbac,0
ccbba,0
ccbbb,0
ccbbc,0
ccbca,0
ccbcb,0
ccbcc,0
cccaa,0
cccab,0
cccac,0
cccba,0
cccbb,0
cccbc,0
cccca,0
ccccb,0
ccccc,0
cabacbcbcbcb,1
bacbababaca,1
cbcbcababca,1
bcbcbabacacaba,1
abcabcabcbcbaba,1
babacaba,1
cacbcabc,1
abcacb,1
bcabac,1
acbcbca,1
bacacbabcbacab,1
bacabacbcba,1
bcacbcbcabcbacb,1
ababcbacacbac,1
abacbcacacbc,1
abcacabc,1
bcbcabcbcbacbac,1
acbcbcacacbcb,1
bcabcbcbcababc,1
acabcbc,1
acbcacbcacbcbc,1
cabcbabac,1
babcababa,1
cbabcbcababc,1
bcacbacbabaca,1
cbabcbac,1
bcbacacba,1
bacbcbabab,1
bababacbcb,1
cacbcacbcacbc,1
bacbcba,1
ababacbacbcaca,1
cabcbcbacbababa,1
cacacbac,1
abacaca,1
acacabacbcbabc,1
bacbcb,1
cbcbcbca,1
babcbababacbacb,1
bababc,1
cabcabacbacbcac,1
cacabacb,1
abacbcbabacb,1
abacbcbcacabc,1
bcbacacabcaba,1
bcbcacba,1
cbababababacb,1
cbcabcbacacabcb,1
acbcbcb,1
abacbcbacacbc,1
bcbcbacabca,1
cabcabacbcb,1
cacbcacbc,1
bcbacacacac,1
acbababcbac,1
acacbab,1
acbcbab,1
babababcac,1
bcabcacbacbacab,1
cbcabcbcbcacb,1
bcbcbabcababac,1
acabcbcbcb,1
bcababcbcab,1
bcacacbcb,1
cbcbacbcabcab,1
abacabc,1
bcabcbabcbacac,1
cbcbcbcabcac,1
bacabacbca,1
abcbcabcb,1
babcabcb,1
bcacbabab,1
cbabcbababcbcac,1
acabcaba,1
cabcbc,1
ababca,1
babcacaca,1
abacbc,1
bacabcabacbaca,1
acbcacacacbab,1
abacbacab,1
bacbabcabacaca,1
bcabca,1
cbcbcbabcacacb,1
cbcacabac,1
acabcbcabab,1
ababcbcb,1
ababcbacbcba,1
abcabacabab,1
bcacaba,1
acbcbcbacbababa,1
cabcbcbacbaba,1
cacabc,1
acabcabca,1
acababcacbabac,1
acacbcbabacbac,1
cabacbabcb,1
cacacabacb,1
bcbcacacabcba,1
bacbabacaba,1
abababcbabca,1
bcbacac,1
abcacab,1
abacab,1
abcaba,1
abacbabc,1
acbcacbacbab,1
bcbacacabababca,1
cababc,1
acbacbacbcbcb,1
bcacabcbacac,1
cababacacacacbc,1
cbcbcabacacacbc,1
bacbacabacacaca,1
acacabcbab,1
babcacbcbaba,1
cbcbcacaba,1
bacbca,1
cacbcbacacaca,1
abcbcbcbcac,1
acabababacb,1
acacbcacbcbcbc,1
abcbcbacbc,1
ababcbcac,1
bcababcacacb,1
bcbacababacbaba,1
babcababc,1
ababacbacacba,1
bababcbcbc,1
abcbcabacbabc,1
cabcacbacac,1
bacabcabcb,1
bcacbcac,1
acabacacbabcba,1
bababcb,1
cbcbabcababa,1
cbcabcbacab,1
cbacacacbacbcbc,1
