,1
a,0
b,0
c,0
aa,0
ab,0
ac,0
ba,0
bb,0
bc,0
ca,0
cb,0
cc,0
aaa,1
aab,1
aac,1
aba,1
abb,1
abc,1
aca,1
acb,1
acc,1
baa,1
bab,1
bac,1
bba,1
bbb,1
bbc,1
bca,1
bcb,1
bcc,1
caa,1
cab,1
cac,1
cba,1
cbb,1
cbc,1
cca,1
ccb,1
ccc,1
aaaa,0
aaab,0
aaac,0
aaba,0
aabb,0
aabc,0
aaca,0
aacb,0
aacc,0
abaa,0
abab,0
abac,0
abba,0
abbb,0
abbc,0
abca,0
abcb,0
abcc,0
acaa,0
acab,0
acac,0
acba,0
acbb,0
acbc,0
acca,0
accb,0
accc,0
baaa,0
baab,0
baac,0
baba,0
babb,0
babc,0
baca,0
bacb,0
bacc,0
bbaa,0
bbab,0
bbac,0
bbba,0
bbbb,0
bbbc,0
bbca,0
bbcb,0
bbcc,0
bcaa,0
bcab,0
bcac,0
bcba,0
bcbb,0
bcbc,0
bcca,0
bccb,0
bccc,0
caaa,0
caab,0
caac,0
caba,0
cabb,0
cabc,0
caca,0
cacb,0
cacc,0
cbaa,0
cbab,0
cbac,0
cbba,0
cbbb,0
cbbc,0
cbca,0
cbcb,0
cbcc,0
ccaa,0
ccab,0
ccac,0
ccba,0
ccbb,0
ccbc,0
ccca,0
cccb,0
cccc,0
aaaaa,0
aaaab,0
aaaac,0
aaaba,0
aaabb,0
aaabc,0
aaaca,0
aaacb,0
aaacc,0
aabaa,0
aabab,0
aabac,0
aabba,0
aabbb,0
aabbc,0
aabca,0
aabcb,0
aabcc,0
aacaa,0
aacab,0
aacac,0
aacba,0
aacbb,0
aacbc,0
aacca,0
aaccb,0
aaccc,0
abaaa,0
abaab,0
abaac,0
ababa,0
ababb,0
ababc,0
abaca,0
abacb,0
abacc,0
abbaa,0
abbab,0
abbac,0
abbba,0
abbbb,0
abbbc,0
abbca,0
abbcb,0
abbcc,0
abcaa,0
abcab,0
abcac,0
abcba,0
abcbb,0
abcbc,0
abcca,0
abccb,0
abccc,0
acaaa,0
acaab,0
acaac,0
acaba,0
acabb,0
acabc,0
acaca,0
acacb,0
acacc,0
acbaa,0
acbab,0
acbac,0
acbba,0
acbbb,0
acbbc,0
acbca,0
acbcb,0
acbcc,0
accaa,0
accab,0
accac,0
accba,0
accbb,0
accbc,0
accca,0
acccb,0
acccc,0
baaaa,0
baaab,0
baaac,0
baaba,0
baabb,0
baabc,0
baaca,0
baacb,0
baacc,0
