,0
a,1
b,1
c,1
d,1
e,1
aa,0
ab,1
ac,1
ad,1
ae,0
ba,1
bb,1
bc,1
bd,1
be,1
ca,1
cb,1
cc,1
cd,1
ce,1
da,1
db,1
dc,1
dd,1
de,1
ea,0
eb,1
ec,1
ed,1
ee,0
aaa,0
aab,0
aac,0
aad,0
aae,0
aba,1
abb,1
abc,1
abd,1
abe,1
aca,1
acb,1
acc,1
acd,1
ace,1
ada,1
adb,1
adc,1
add,1
ade,1
aea,0
aeb,0
aec,0
aed,0
aee,0
baa,0
bab,1
bac,1
bad,1
bae,0
bba,1
bbb,0
bbc,0
bbd,0
bbe,1
bca,1
bcb,0
bcc,0
bcd,0
bce,1
bda,1
bdb,0
bdc,0
bdd,0
bde,1
bea,0
beb,1
bec,1
bed,1
bee,0
caa,0
cab,1
cac,1
cad,1
cae,0
cba,1
cbb,0
cbc,0
cbd,0
cbe,1
cca,1
ccb,0
ccc,0
ccd,0
cce,1
cda,1
cdb,0
cdc,0
cdd,0
cde,1
cea,0
ceb,1
cec,1
ced,1
cee,0
daa,0
dab,1
dac,1
dad,1
dae,0
dba,1
dbb,0
dbc,0
dbd,0
dbe,1
dca,1
dcb,0
dcc,0
dcd,0
dce,1
dda,1
ddb,0
ddc,0
ddd,0
dde,1
dea,0
deb,1
dec,1
ded,1
dee,0
eaa,0
eab,0
eac,0
ead,0
eae,0
eba,1
ebb,1
ebc,1
ebd,1
ebe,1
eca,1
ecb,1
ecc,1
ecd,1
ece,1
eda,1
edb,1
edc,1
edd,1
ede,1
eea,0
eeb,0
eec,0
eed,0
eee,0
aaaa,0
aaab,0
aaac,0
aaad,0
aaae,0
aaba,0
aabb,0
aabc,0
aabd,0
aabe,0
aaca,0
aacb,0
aacc,0
aacd,0
aace,0
aada,0
aadb,0
aadc,0
aadd,0
aade,0
aaea,0
aaeb,0
aaec,0
aaed,0
aaee,0
abaa,0
abab,1
abac,1
abad,1
abae,0
abba,1
abbb,0
abbc,0
abbd,0
abbe,1
abca,1
abcb,0
abcc,0
abcd,0
abce,1
abda,1
abdb,0
abdc,0
abdd,0
abde,1
abea,0
abeb,1
abec,1
abed,1
abee,0
acaa,0
acab,1
acac,1
acad,1
acae,0
acba,1
acbb,0
acbc,0
acbd,0
acbe,1
acca,1
accb,0
accc,0
accd,0
acce,1
acda,1
acdb,0
acdc,0
acdd,0
acde,1
acea,0
aceb,1
acec,1
aced,1
acee,0
adaa,0
adab,1
adac,1
adad,1
adae,0
adba,1
adbb,0
adbc,0
adbd,0
adbe,1
adca,1
adcb,0
adcc,0
adcd,0
adce,1
adda,1
addb,0
addc,0
addd,0
adde,1
adea,0
adeb,1
adec,1
aded,1
adee,0
aeaa,0
aeab,0
aeac,0
aead,0
aeae,0
aeba,0
aebb,0
aebc,0
aebd,0
aebe,0
aeca,0
aecb,0
aecc,0
aecd,0
aece,0
aeda,0
aedb,0
aedc,0
aedd,0
aede,0
aeea,0
aeeb,0
aeec,0
aeed,0
aeee,0
baaa,0
baab,0
baac,0
baad,0
baae,0
baba,1
babb,1
babc,1
babd,1
babe,1
baca,1
bacb,1
bacc,1
bacd,1
bace,1
bada,1
badb,1
badc,1
badd,1
bade,1
baea,0
baeb,0
baec,0
baed,0
baee,0
bbaa,0
bbab,1
bbac,1
bbad,1
bbae,0
bbba,0
bbbb,0
bbbc,0
bbbd,0
bbbe,0
bbca,0
bbcb,0
bbcc,0
bbcd,0
bbce,0
bbda,0
bbdb,0
bbdc,0
bbdd,0
bbde,0
bbea,0
bbeb,1
bbec,1
bbed,1
bbee,0
bcaa,0
bcab,1
bcac,1
bcad,1
bcae,0
bcba,0
bcbb,0
bcbc,0
bcbd,0
bcbe,0
bcca,0
bccb,0
bccc,0
bccd,0
bcce,0
bcda,0
bcdb,0
bcdc,0
bcdd,0
bcde,0
bcea,0
bceb,1
bcec,1
bced,1
bcee,0
bdaa,0
bdab,1
bdac,1
bdad,1
bdae,0
bdba,0
bdbb,0
bdbc,0
bdbd,0
bdbe,0
bdca,0
bdcb,0
bdcc,0
bdcd,0
bdce,0
bdda,0
bddb,0
bddc,0
bddd,0
bdde,0
bdea,0
bdeb,1
bdec,1
bded,1
bdee,0
beaa,0
beab,0
beac,0
bead,0
beae,0
beba,1
bebb,1
bebc,1
bebd,1
bebe,1
beca,1
becb,1
becc,1
becd,1
bece,1
beda,1
bedb,1
bedc,1
bedd,1
bede,1
beea,0
beeb,0
beec,0
beed,0
beee,0
caaa,0
caab,0
caac,0
caad,0
caae,0
caba,1
cabb,1
cabc,1
cabd,1
cabe,1
caca,1
cacb,1
cacc,1
cacd,1
cace,1
cada,1
cadb,1
cadc,1
cadd,1
cade,1
caea,0
caeb,0
caec,0
caed,0
caee,0
cbaa,0
cbab,1
cbac,1
cbad,1
cbae,0
cbba,0
cbbb,0
cbbc,0
cbbd,0
cbbe,0
cbca,0
cbcb,0
cbcc,0
cbcd,0
cbce,0
cbda,0
cbdb,0
cbdc,0
cbdd,0
cbde,0
cbea,0
cbeb,1
cbec,1
cbed,1
cbee,0
ccaa,0
ccab,1
ccac,1
ccad,1
ccae,0
ccba,0
ccbb,0
ccbc,0
ccbd,0
ccbe,0
ccca,0
cccb,0
cccc,0
cccd,0
ccce,0
ccda,0
ccdb,0
ccdc,0
ccdd,0
ccde,0
ccea,0
cceb,1
ccec,1
cced,1
ccee,0
cdaa,0
cdab,1
cdac,1
cdad,1
cdae,0
cdba,0
cdbb,0
cdbc,0
cdbd,0
cdbe,0
cdca,0
cdcb,0
cdcc,0
cdcd,0
cdce,0
cdda,0
cddb,0
cddc,0
cddd,0
cdde,0
cdea,0
cdeb,1
cdec,1
cded,1
cdee,0
ceaa,0
ceab,0
ceac,0
cead,0
ceae,0
ceba,1
cebb,1
cebc,1
cebd,1
cebe,1
ceca,1
cecb,1
cecc,1
cecd,1
cece,1
ceda,1
cedb,1
cedc,1
cedd,1
cede,1
ceea,0
ceeb,0
ceec,0
ceed,0
ceee,0
daaa,0
daab,0
daac,0
daad,0
daae,0
daba,1
dabb,1
dabc,1
dabd,1
dabe,1
daca,1
dacb,1
dacc,1
dacd,1
dace,1
dada,1
dadb,1
dadc,1
dadd,1
dade,1
daea,0
daeb,0
daec,0
daed,0
daee,0
dbaa,0
dbab,1
dbac,1
dbad,1
dbae,0
dbba,0
dbbb,0
dbbc,0
dbbd,0
dbbe,0
dbca,0
dbcb,0
dbcc,0
dbcd,0
dbce,0
dbda,0
dbdb,0
dbdc,0
dbdd,0
dbde,0
dbea,0
dbeb,1
dbec,1
dbed,1
dbee,0
dcaa,0
dcab,1
dcac,1
dcad,1
dcae,0
dcba,0
dcbb,0
dcbc,0
dcbd,0
dcbe,0
dcca,0
dccb,0
dccc,0
dccd,0
dcce,0
dcda,0
dcdb,0
dcdc,0
dcdd,0
dcde,0
dcea,0
dceb,1
dcec,1
dced,1
dcee,0
ddaa,0
ddab,1
ddac,1
ddad,1
ddae,0
ddba,0
ddbb,0
ddbc,0
ddbd,0
ddbe,0
ddca,0
ddcb,0
ddcc,0
ddcd,0
ddce,0
ddda,0
dddb,0
dddc,0
dddd,0
ddde,0
ddea,0
ddeb,1
ddec,1
dded,1
ddee,0
deaa,0
deab,0
deac,0
dead,0
deae,0
deba,1
debb,1
debc,1
debd,1
debe,1
deca,1
decb,1
decc,1
decd,1
dece,1
deda,1
dedb,1
dedc,1
